title,장수,repetition_ratio,기본점수,cliche_score,keywords
셰익스피어-말괄량이길들이기,7,0.929,58.93,77.5,주인공 혼수 웃음 긴장감 착각 장난 계획 아내 연기 귀부인 복장 침실 옮기다 병환 남성 사이 유리 무대 사냥 경찰 부르다 귀족 배우 허락 젊다 결혼 자유 비앙카 희극 공연 제안 여성 위하다 고심 마음 즐겁다 갇히다 교육 학문 예술 균형 구혼 혼란 걸림돌 의지 여자 운명 개척 결심 말괄량이 접근 험구 유명 재산 많다 성격 크다 고향 떠나다 아버지 문제 모욕 가족 갈등 남자 극복 시험 과시 가운데 비유 지참금 긴장 계약 논의 공격 우려 자신감 보이 준비 경쟁 주변 혼담 협상 진행 베니스 의상 혼인식 신랑 고집 세다
분신_-뒤렌마트,2,0.85,60.48,77.47,주인공 무죄 살인범 동일 문제 죄책 인간 죽음 명령 사형 판결 대신 철학 육체 가지 분신 논쟁 갈등 심화 살인자 운명 절망 빠지다 죽다 긴장감 형성 남자 겪다 심원 정의 대하다 갈망 도시 미스터리 공간 권력 허상 목격 체포 감금 변호사 살인 강요 고백
까몰레티_누가누구,21,0.967,58.11,77.44,친구 로베르 주말 남편 친정어머니 계획 조정 방문 일정 아내 변경 주인공 변화 특별 음식 요리 가족 역할 재회 방문자 구조 주인 사람 관계 숨다 선택 갈등 쇼핑 식사 준비 소식 긴장 조율 독감 걸리다 여성 모델 사이 알리바이 만남 예상 곤란 친정 가다 트다 주변 인물 의심 수잔 같다 가짜 연애 위기 해결 거절 제안 기차 애인 도착 고민 가운데 수잔느 파리 돌아가다 복잡 감정 억누르다 알리 문제 고백 기다리다 동안
뜻대로_하세요,12,0.958,58.27,77.44,생존 복수 갈등 심화 배신 충성 문제 사랑 권력 다툼 운명 크다 변화 위하다 긴장 얽히다 추방 대립 협력 복잡 동생 신분 숨기다 발생 권리 교육 돌보다 품위 위험 해결 가운데 신사 요구 거부 유산 애정 공존 젊은이 강력 상대 씨름 과거 적대 관계 성격 주변 불안 자매 고통 아버지 승리 용기 반역자 낙인 처형 심술 폭발 귀족 집안 노인 재산 떠나다 결심 지르다 음모 인물 개입 의심 주인 없다 목장 사촌 언니 절다 열정 동료 죽음 극심 세상 허영 위선 절망 격려 회상 자유 태도 의지 비유 역할 고난 배고픔 상황 모임
태,2,0.8,61.4,77.4,유해 수습 신하 사이 긴장 충신 희생 비극 복위 움직임 혼란 심화 세조 분노 관련 인물 처벌 위기 드러나다 배신 의혹 확산 생명 구하다 통정 체포 세력 명령 놓다 갈등
사랑을_주세요,21,0.967,58.04,77.38,가족 갈등 긴장감 고모 사이 복잡 관계 드러내다 할머니 방문 얽히다 상처 정신 문제 대화 드러나다 형제 죽음 여름 긴장 스트레스 태도 엄격 관련 지속 심리 질환 특이 말투 불안 두려움 비슷 환경 열쇠 잃다 들어오다 감정 혼란 삼촌 깡패 건강 기다리다 벨라 저녁 식사 준비 창문 아이스크림 기억 장례식 과거 부재 소통 예절 교육 필요 구성원 부족 형제자매 불편 심경 걱정 에디 시간 눈물 어머니 마음 목욕탕
장화홍련실종사건,4,0.9,59.36,77.36,수사 가족 갈등 맞물리다 심화 판정 사건 관련 실종 관계 드러나다 동생 사이 복잡 홍련 고립 배경 긴장감 신관 마을 장화 무법 살인 국법 지역 관습 의혹 증폭 자매 낙태 알리 전통 냉면 가격 판매 쇼핑 피해자 대하다 동정 분노 대립 경험 통하다 위기 여성 슬프다 진실 보고서 작성 어둠 연못 교살 처형 살인죄 체포 죽음 얽히다 결과 태아 정의 실현 선포 백성 비통 추정 아들 불안 의문
블랙코미디-피터셰퍼,14,0.943,58.49,77.35,예술 가치 인정 결혼 불안 조각가 약혼녀 아파트 자신감 보이다 격려 신뢰 아버지 갈등 가구 들여놓다 긴장감 과거 연애 용기 백만장자 방문 접촉 발생 혼란 전화 가능 어둠 직원 문제 해결 어렵다 방문객 나타나다 지하실 전기 회사 주변 환경 몰락 변하다 사람 감정 휴즈 독일 브린즈리 성공 작품 구입 불편 수리공 배경 마련 경제 변화 기대 사용 화실 우산 경험 확실 상황 이어지다 촛불 손상 복구 약속 긴급 대책 필요 대하다 두려움 비싸다 공급 끊다 결정 비밀 유지 끊기다 가스 집안 불꽃 인물 누출 위험 심화 위기 벽장 있다 라이터 자제 암흑 주장 성냥
이오네스코-코뿔소,12,0.933,58.68,77.34,대화 코뿔소 태도 드러내다 갈등 주민 위기 일으키다 고양이 희생 걱정 평화 마을 광장 빠르다 한쪽 기력 건강 사고 논쟁 핵심 구분 손실 격화 논리 학자 문제 벗어나다 진위 인종 슬픔 신뢰 목격자 증언 직원 멈추다 심화 중단 업무 집중 목격 주장 작업 본연 명령 사이 목격담 상상 반박 돌아가다 현장 긴장감 출근 상황 점검 작업자 소음 의견 충돌 발생 부장 결근 아내 남편 감기 경고 전달 알리 교정 건물 계단 붕괴 아래 고통 낡다 해결 긴장 사람 무게 가운데 협력
키스,2,0.7,63.32,77.32,오해 다툼 이해 소통 침묵 간헐 대화 단절 감정 긴장 불편 관계 회복 과거 같다 질문 비밀 없다 인식 의미 동기 표출 무력감 갈등 억압 혼란 슬픔 느끼다 고뇌 두려움 불안 폭력 사랑 뒤섞이다 모순 상처 아픔 인정 변화 겪다 상대방 결국
그_여자의_소설,6,0.933,58.63,77.3,시집살이 경험 가족 작다 할머니 비난 폭력 분열 긴장 감정 설명 과거 가정사 작은할머니 변화 유래 극심 가난 권위 권력 다툼 관계 경제 어려움 남편 갈등 고조 며느리 분위기 악화 보다 문제 다르다 장손 이름 신체 접촉 아내 임신 여성 아들 출산 슬픔 사회 죄책감 떠나다 토지 개혁 독립군 활동 부상 죽음 혼란 받아들이다 노력 원인 억압 고통 전쟁 오해 모으다 매장 겪다 사이 충돌 형제 복잡 관련 비밀 편견 냉대 혼인 신고 결심 재산 고향
유리동물원-테네시윌리엄스,11,0.955,58.2,77.29,갈등 가족 어머니 과거 사회 위치 절망 신체 결함 경험 집착 현실 낡다 아파트 뒷방 젊다 신사 방문 반발 긴장감 당시 경제 붕괴 장치 음악 조명 다니다 실업학교 거짓말 방황 참석 당황 감기 무너지다 겨울 학교 분노 걱정 회의 이상 미래 계획 여성 애국 언쟁 격화 가정 어려움 결혼 자립 위하다 부인 표출 허구 범죄자 영화 관람 건강 가구 파손 감정 직장 드러내다 심리 기력 태도 행동 로라 동생 남성 탈출구 대하다 갈망 열다 어렵다 책임감 청년 반항 담배 습관 성격 배경 절약 외모 관리 문제 직업 회상 다가오다 변화 약점 저녁 식사 초대
고등어,8,0.938,58.5,77.26,상대 갈등 감정 과거 복잡 결심 불륜 결국 관계 재회 사람 옳다 인정 이야기 끝나다 충돌 격화 책임 살다 미래 이혼 연인 받아들이다 후회 아픔 이해 서울 올라오다 건강 악화 가족 문제 주변 선택 남성 고통 사랑 여자 드러나다 여성 개선 만나다 남녀 걱정 전화 노동자 착취 산업체 부설 학교 현실 혁명가 최소한 사회 개인 관심 고립 절망 젊다 세대 이상 주의 이상주의 유토피아 사회주의 가능 직면 친구 고집 폭력 신뢰 공동체 정신 주인공 혼자 의미 깊다 배신감 상처 사이 중재 긴장 고조 대응 나타나다 현재 미워하다
아름다운사인,3,0.9,59.25,77.25,조사 사망 원인 죽음 의미 방식 사망자 가족 검시관 현장 엽총 자살 투신 교통사고 다양 사회 개인 반응 고층 건물 당시 정황 농약 복용 압박 청소년 젊다 여성 주요 시사 학업 스트레스 학교 이해 공감 탐색 고등학생 남기다 유서 수면제 고통 심리 공유 죽다 대하다 두려움 드러내다 소박 행복 갈등 남자 고뇌 시달리다
딸에게_보내는편지,3,0.867,59.91,77.24,고백 여성 계획 임신 살다 미래 자유 꿈꾸다 죄책감 고통 기쁨 복잡 불안 사회 시선 어렵다 편지 크다 변화 모유 수유 극복 가르치다 과거 후회 감정 선택 대하다 반성 학업 중단 아버지 특별 추억 야망 품다 인정 음악 타다 돌리 경험 내면 갈등 사랑 외로움 드러내다 두려움 성공 가수 유전자 영향
살아있는_이중생각하_오영진_작_jane5832,7,0.943,58.39,77.24,세대 갈등 기력 상실 겪다 전쟁 가족 구성원 행방불명 해방 과정 불안 슬픔 일상 떠넘기다 재산 사업 운영 심각 어렵다 소통 부재 정원 가꾸다 다툼 드러나다 어른 의견 충돌 심부름 문제 발생 집안 구체 회사 직원 젊다 여성 외부 사기 음모 정황 은행 융자 순조 중요 접대 산업 독점 계획 열악 환경 수감 긴장감 고조 아버지 횡령 장기간 유치장 분쟁 신뢰 기대 석방 몰락 위기 심화 세금 긴장 분노 대립 심하다 관련 과거 부정 행위 관리 책임 시장 가격 산정 유산 명예 주인공 결심 사망 자살 장례 마지막 유언 시달리다 도덕 안정 사회 지위 변화
비닐하우스,4,0.925,58.73,77.23,일부 재소자 헌혈 재난 대비 혈액 과정 건강 문제 확보 사랑 실천 교육 프로그램 공동체 생활 습관 충돌 불편 불안감 표출 신입 국가 발생 인식 의지 규칙 준수 희생 떠나다 중독 참여자 절차 전환 이송 책임 환자 본부 호흡 곤란 위급 환경 집단 의료 노출 오해 갈등 지연 현장 검증 증언 공식 부각 진실 왜곡 마지막 동안 수용 시설 부족 보도진 관심 고통 체험 공감 생명 단계 현실 의식 잃다 긴장 웃음 교차 위험 한계 인간 연대감 복잡 준비 기술자 흘리다
윤동주와_헤어져_최현죽_작_jane5832,13,0.954,58.07,77.15,무대 감옥 상징 공간 경찰서 높다 이동 배경 설정 창살 이야기 전개 중심 활용 갈등 긴장감 효과 개인 비극 묘비명 친구 고문 윤동주 장례식 배우 작품 낭송 문학 유산 고통 나서다 전쟁 강점기 일본 장면 형식 동생 사람 형제 유쾌 가족 관련 동시 되다 의미 순수 대하 대화 남매 문화 지키다 강조 교체 내일 학교 대신 다니다 중국 군관 성격 광명 중학교 진학 권유 불구 정부 지원 부상 동맹 퇴학 당하다 거부 운동 삭제 외부 압력 시인 어리다 시절 일제 탄압 언어 민족 민족정신 사이 친일파 문제 변절 소식 분노 발행 검열 고뇌
은고리,17,0.959,57.94,77.12,관계 형성 갈등 외부 긴장 감정 권력 복잡 씨앗 싹트다 고조 가족 변화 일어나다 입장 숨다 오후 긴장감 외로움 죽음 여성 두려움 깊다 안부 걱정 떠나다 이후 부정 영향 발견 이탈리아 유학 심장병 방문 형제 따뜻 재회 가운데 오랜만 유럽 팔찌 분위기 바뀌다 약혼녀 감격 맞이 장면 전화 이러다 만남 마을 사람 기대 유대 애정 어머니 건강 생활 알리 결혼 일상 대화 자녀 독립 전통 역할 성장 지지 돌봄 문제 인생 개척 촉구 생물학자 연구 지역 발전 기여 뉴욕 성공 고향 가정 병행 마시다
파수꾼(대본0,3,0.9,59.12,77.12,떼다 교활 위험 불안 마을 반복 습격 후퇴 두려움 긴장 임무 즉시 경고 감시 능력 용기 통제 소년 파수 침착 주민 공포 격려 점검 떨다 사다 운반 이리 껍질 식량 어려움 겪다 협력 배우 자신감 세대 책임 확인 촌장 공동체 갈등 발생 단결 동료 위협 대비 안정 사이 역할 경계 떠나다 기력
슬픔의_노래-정찬,5,0.92,58.65,77.05,슬픔 노래 폴란드 현대 음악 역사 고통 취재 위하다 구레츠키 인터뷰 성사 잡지 기자 한국 긴장 갈등 살다 준비 과정 사회 요인 부각 장소 변경 문화 차이 고난 드러나다 영화 과거 동구 정치 대화 잇다 경제 일정 조율 일상 불안감 블루 예술가 나치 유태인 학살 탐구 아우슈비츠 방문 영혼 쌍둥이 운명 두려움 폭력 과학 헐리우드 찾다 희생자 비극 주제 재현 예술 민주 운동 참혹 연극 표현 여성 계엄군 자유 규격 깊다 사이 충돌 통하다 죄의식 내면 잔혹 체감 이유 사랑 극한 상황 발견 강렬 동기 경험 무대 연기 불안
방황하는_별들,4,0.9,58.9,76.9,고통 겪다 청소년 어른 잔소리 사회 떠나다 가정 억압 침입 경찰 연행 편견 교육 노인 포기 생존 사건 처지 이해 연대 보호 위하다 어려움 직면 텔레비전 문제 경찰서 보호실 현실 회피 경향 불안 가족 독특 중계 영상 영향력 벗어나다 프로 야구 질서 중요 하룻밤 부모 갈등 활용 당부 입장 소통 몰입 기력 일깨우다 시간 교화 과정 자녀 학생 미래 교사 중재 나서다 비행 냉대 암시 인생 훈련 용서 관계 회복 주인공 미성년 구금
고자현_매일_메일(E_MAIL)_기다리는_남자,3,0.9,58.88,76.88,원룸 불안 긴장감 고조 상대방 실망 혼란 인물 초조 휩싸이다 전화 담배 갈등 심화 열다 반복 초인종 결혼 생활 아내 사회 열등감 복합 감정 표현 외로움 동성애자 현실 어렵다 사랑 멀다 경제 어려움 부모 세대 영화 포기 책임감 희생 죽음 가족 분노 좌절 상처 극한 위기 대하 구성원 오해 증오 상황 심리 장애 의욕 신체 충돌 떠나다 아버지
존_필마이어_신의_아그네스,5,0.94,58.07,76.87,여성 수녀원 임신 기억 상실 숨다 생활 아기 휴지통 탯줄 감다 정신과 의사 혐의 기소 법정 사건 해결 어려움 회피 동생 마리아 믿음 정신 불안 신앙 고백 고통 단절 순수 신앙심 사망 보호 어머니 병원 수용 혼란 심화 사고 극단 단식 엄격 가정 환경 감옥 수감 어리다 시절 의심 갈등 대하다 분노 드러내다 교회 두려움 죽다 용서 거부 약혼자 문제 출산 상담자 피해자 학대 당하다 가족 심리 신체 과거 재현 감정 표출 부정 메시지 복잡 관계 고립 상황 극심 죄책감 과정 번지다 도움 절망 강간 의혹 과학 대립 출생 죽음
정복근_검은_새,6,0.933,58.2,76.86,혐의 주요 인물 대역 죄인 규정 실종 의심 군사 가족 처벌 습격 고립 반란 모의 가능 둘러싸다 논쟁 일어나다 제거 반역 이동 자다 사이 갈등 수양대군 장군 측근 희생 깊다 상처 압박 우정 배신 체포 정변 실패 비판 무신 공격 도덕 역사 영토 회복 대하다 열망 상징 노래 고대 신화 표현 나라 부흥 가운데 여성 평화 기원 결단 독립 긴장감 감돌다 형제 강력 의견 충돌 자손 번성 운명 받아들이다 결심 신비 무기 아버지 인덕 전략 존중 반면 조속 북진 적극 대응 토지 자원 권력 다툼 확실 모색 정치 긴장 고조 황제 추대 위협 동시 증가 평안도 도망가다 군졸 집단 선인 커지다 여진족 통합 배신자 인하 경계 강화
춘향전,22,0.968,57.48,76.85,즐거움 만끽 기운 답답 느끼다 풍경 발견 당황 의문 술기운 무르익다 분위기 젊다 도련님 공부 단오날 갈등 실마리 부채 담다 평화 태도 처녀 주목 거절 당하다 마을 양반 가문 후손 변하다 긴장감 명령 움직이다 다투다 인물 사이 긴장 시작 방자 관계 권유 춘향 신분 도덕 신념 굽히다 상황 악화 신발 청룡 어머니 사또 자제 반응 불구 인연 해석 답장 작성 집중 사람 긍정 받아들이다 편지 도착 짖다 도둑 밝히다 혼란 기대 교차 해소 방문 오해 쓰다
난쏘공-_조세희,19,0.968,57.45,76.82,무대 추상 조형물 배우 떠나다 자유 등장인물 행진 움직임 보이다 과정 다양 연습 공연 동시 독특 난장이 반복 가족 중심 등장 대장 부재 내부 갈등 배신 의심 드러나다 과거 분노 혼란 감옥 신성 존재 걱정 생존 특별 오두막집 꽃밭 꾸미다 앞마당 뒷뜰 파란색 계획 굴뚝 갈잎 지지 사용 공간 행복 일상 꿈꾸다 구름 감정 격하다 절망감 철거 위기 애정 희망 휩싸다 개발 지구 이웃 미래 대하 확실 충돌 포함 주민 불신 가뭄 생활고 고통 강물 가꾸다 설득 현실 어렵다 세계관 가지 싹트다 긴장 학교 다니다 공부 변화
날_보러와요,4,0.85,59.8,76.81,여성 살인 사건 치안 본부 경력 수사 기록 검토 잔혹 범행 수법 증거 확보 자백 부임 반장 심각 절감 본격 인원 부족 해결 강하 의지 부상 의견 충돌 목격자 피해자 슬픔 후회 바닷가 복잡 감정 사람 죽이다 고백 과거 이상 행동 문제 현실 한계 밤새 과학 인권 범인 기자 접촉 보도 경찰 전국 체포 압박 심화 내부 정보 은밀 어렵다 비밀 유지 나오다 혼선 남성 중심 탐문 갈등 형사 고문 의혹 용의자 허위 심리 피로 좌절 전략 외부 부재 외로움 혼란 사표 제출 거부
꽃바람-차범석,7,0.929,58.23,76.8,사망 주인공 농촌 출신 여성 도망가다 남편 심장 잠적 재산 가난 극복 아들 배신 중매 서울 장애 가족 갈등 중학교 설립 살다 고통 교육 과거 후회 인터뷰 시집가다 실수 반복 결심 기부 신념 바꾸다 청상과부 시절 회상 봄철 혼인 실패 순진 집안 이전 주변 혼담 신랑 적합 판단 시골 규수 신랑감 나이 수락 경성 방문 신부 아버지 전통 불안 기운 지시 신뢰 열쇠 밤새 지키다 도착 긴장감 청년 가게 혼란 혼례 마무리 불화 격화 심리 이해 태도 통제 새어머니 관련 권력 반발 감정 대립 뿌리 사이 숨기다 비밀 떠나다
어린왕자,4,0.875,59.28,76.78,존재 출신 왕자 외롭다 사랑 대하다 갈망 장미꽃 이야기 호기심 나누다 어리다 사막 비행기 금전 가치 표현 어른 인식 차이 드러내다 무심 태도 먹다 그리움 만나다 걱정 황제 권위 이치 드러 여행 확인 명령 떠나다 결심 의지 인물 외부 도착 변화 성장 성찰 황혼 할아버지 조언 전권 대사 임명 사라지다 위기 죽음 지구 맞다 두려움 죽다 본질 부끄러움 집착
귀향_헤롤드_핀터,4,0.925,58.27,76.77,운전수 동료 이야기 담배 대하다 대립 과거 폭력 질투 긴장감 고조 등장 런던 문제 복잡 공항 세대 역할 책임 감정 불신 가족 갈등 경고 위협 사건 유산 드러나다 고난 연결 장소 불면증 폭발 일어나다 아버지 시계 소음 공유 미묘 형성 교류 내면 주인공 일행 통하다 떠나다 결정 모델 경험 미국 문화 차이 마지막 순간 음악 촉발 태도 실망 여성 반발 신뢰 표출 결혼 숨다 논쟁 심화 생활 방식 치즈 도둑
할_수_없이_의사가_되어,4,0.9,58.72,76.72,비난 관계 파탄 가정 사이 심각 갈등 부부 격화 폭력 개입 대하 문제 외부인 이웃 남편 거부 치료 위하다 배우자 복수 방법 고민 의사 평범 외모 결혼 취하 능력 독특 성격 심화 사랑 사람 목소리 전문 감탄 치료법 제안 가족 환자 진단 기능 장애 신경 혈관 유모 점검 사용 한계 지식 개선 의지 의학 진실 용서 처벌 계획 희생 포기 뜻밖
필란델로_작가를_찾는_6인의_등장인물,13,0.954,57.63,76.71,무대 주임 갈등 비다 연습 시간 도구 연극 준비 과정 혼란 중단 재개 반복 설치 발생 작업 지시 배우 지각 태도 감독 도착 집중 요구 강아지 활기차다 분위기 조성 긴장감 조명 세밀 동작 형태 존재 시각 외부 본능 이성 대비 예술 본질 대하다 특수 마스크 현실 다르다 창조 등장 인물 등장인물 고난 감정 자녀 사이 깊다 정열 죽음 생명 고통 가족 차별 멸시 심화 남편 가운데 아내 도망치다 나다 여자 문제 오해 분노 태어나다 정부 욕망 위선 성찰 과거
하드락카페,4,0.9,58.68,76.68,조롱 무산 밴드 클럽 공연 시도 관객 냉담 장난감 기타 총격 사건 체포 강제 무대 미군 병사 갈등 헌병 출동 어머니 주인공 복잡 움직임 나타나다 경쟁심 팽배 긴장 감시 통제 상황 직면 사장 관련 냉혹 노래 희망 표현 대기실 상대방 상처 드러내다 사랑 확인 깡패 회복 이후 뮤지션 신디 사이 연주 위축 자존감 흔들리다 좌절 명령 공유 감정 폭발 소외감 느끼다 인물 주변 관계 고백 반발 과격 떠나다 빚다
피그말리온-조지_버나드_쇼,22,0.973,57.21,76.66,소녀 음성학 교수 갈등 발생 인물 관계 변화 환경 적응 관찰 실험 의견 차이 긴장 정체 사회 성장 모습 위치 사이 균형 택시 예약 도착 거리 돌아다니다 상태 교회 주변 사람 폭우 알리 가족 혼란 불편 극장 부딪히다 달리다 요구 책임 경찰 밀다 트라팔가 광장 여성 해명 주변인 의심 군인 복장 억울 토로 태도 강하 비판 목격 분노 괴롭히다 장면 신사 개입 과정 처녀 능력 설명 표면 노력 출신 영어 빈민가 개선 위하다 언어 부족 목표 세우다 상류 진입 직업 타다 어려움
사운드오브뮤직,14,0.964,57.37,76.65,갈등 교차 마리아 심리 환경 관계 초반 긴장 변화 맞물리다 긴장감 트라프 가문 사이 외부 인물 수녀원 가족 오스트리아 실종 수녀 찾다 목소리 있다 의심 고조 기도 되다 커지다 장면 마무리 동료 이름 확인 신앙심 인정 규율 노래 규칙 위반 가정 교사 파견 운명 원장 청원 이해 결국 떠나다 맞다 자유분방 퇴사 기다리다 동안 과거 집안 상황 응답 대화 전화 방문 차이 차례 호루라기 신호 아이 교육 관리 가운데 군대식 훈련 방식 가정교사 기본 합창 행진 엄격 낯설다 군사 나이 단어 연결 소개
춘풍의처,6,0.933,57.96,76.63,형제 갈등 용궁 피다 봄날 나라 금지 짙다 드러나다 사건 거북 싸움 체포 체념 거래 재판 통하다 도달 목표 제시 부자 밀수 다툼 결론 제안 나오다 이상 이동 상황 하다 가정 불화 고통 가족 붕괴 비극 맞물리다 경제 어려움 절망 죽음 위기 심화 폭력 사태 신체 결함 책임 문제 성공 슬픔 빠지다 죽다 직면 주인공 잃다 몰락 절박 되살리다 의식 재산 마지막 희망 전락 재회 사고 동시 아내 심각 불안 대하다 의문 장례 절차 영혼 믿음 아래 비용 자식 낳다 비명 지르다
들개-이외수,5,0.88,59.02,76.62,사람 공통 언어 만나다 여성 대화 시도 일상 외로움 혼자 술집 머물다 남자 우박 관계 의지 변화 대하다 고백 소나기 버스 대학 자퇴 절망감 깊다 가운데 고립 겪다 장기간 건물 생활 주인공 기존 갈등 직면 과거 사랑 아름답다 기억 직장 가정 실패 날씨 심리 창백 얼굴 부족 고통 절망 고군분투 인물 문학 상징 예술 의미 탐구 도시 어렵다 재료 추위 경제 평범 선택 굶다 건강 돌보다 그림 완성 정신 교감 죽다 위기 작업 결심 과정 외부 단절 치열 불길 예감 발견 슬픔 방식 꿈꾸다 견디다 미래 성공 시작 모색 가뭄
친구들-아베고보,6,0.933,57.96,76.62,여성 방문 가족 긴장 갈등 조심 아파트 구성원 끊다 전하 사명 비유 운명 목걸이 잃어버리다 구슬 접근 밤늦다 방문객 불법 침입 침입자 폭력 의도 낯설다 강제 외로움 타인 고압 태도 정당 조롱 대화 인간 가치 의무 알리 경찰 의심 무력 경찰관 남성 확실 감돌다 신뢰 문제 소매치기 권위 통제 공동생활 회복 약혼자 참석 생활 철학 시도 실패 특별 비밀 제기 품위 남자 도망치다 변호사 서류 경영자 잘못 씨앗 대우 분노 저항 비판 주변 심화 감정 분위기 감금 불가피 주장 사람 도망 토론 마무리 드러내다 행동 강하다
블루_사이공,7,0.929,58.01,76.58,직원 살해 인질극 탄압 시달리다 노동자 갈등 겪다 외국인 인력 생존 사이 폭행 인권 분노 절망 전쟁 월남전 참전 경험 가족 고통 파병 비극 응급실 의식 불명 부상 미국 군사 상실 아버지 회복 알리 희망 언론 자랑 상태 과거 상처 낙인 혼란 차별 심하다 정체 일으키다 심리 당시 아이 주장 주변 편견 친구 따돌림 여성 심화 강하 저항 거리 노래 들다 위협 뒤따르다 긴장감 폭력 남성 이상 붉다 켜다 넘치다 장면 회상 죄책감 병사 충돌 인민군 공포 제압 도망 총기 손질 자유 복장 희생
징소리-문순태,5,0.86,59.37,76.57,호숫가 낚시 평화 미치 사람 마을 건설 상실 도시 실패 사라지다 정신 방해 갈등 농촌 가족 식당 분노 깊다 여성 과거 남편 복잡 감정 폭력 가족사 떠올리다 설명 분위기 바꾸다 목소리 느끼다 추다 소리 경계 흐리다 증권 회사 주인공 고통 죽음 여순 반란 병환 약탈 고향 떠나다 불타다 존재 빚다 좋다 결심 서울 힘들다 돌아가다 두렵다 겪다 전쟁 가난 살다 상처 배신 눈물 용기 생활 부상 병원 장성호 바라보다 밤중 관리 비극 번개 몰아치다 가운데 절정 뛰다 관리인 극시 극심 냉대 자유 갈망
새로운도시와시민들의합창,3,0.833,59.88,76.55,주민 쓰레기 배출 문제 강제 규정 사회 사이 긴장 배제 위반 사례 낙인 경제 어려움 고조 무게 말살 세대 갈등 무시 현실 억압 회복 추구 활용 떠나다 변화 저항 체념 보신주의 시인 백수 충격 공포 가족 인질극 상황 악화 조직 맞서다 가치 자존심 희생 거부 회장 불신 압력 내부 개인 통제 노인 편입
연극-사뮤엘_베게트,1,0.6,64.53,76.53,상처 감정 슬픔 매개 여자 고통 인정 참회 사이 혼란 신뢰 회복 실패 속죄 공유 거리감 사람 과거
where,14,0.971,57.1,76.53,전투 전략 실행 체계 장수 군사 협력 부대 통솔 변화 승리 장교 긴장 갈등 극복 관리 명령 신속 흐름 잃다 사냥 고난 생존 밤중 호랑이 나무 자르다 하다 짐승 생계 들다 낯설다 죽음 경험 이용 고백 구원 만나다 천상 시체 발견 절망 머물다 노송 동굴 생활 음악 기다리다 절간 권력 다툼 음모 대결 희생양 되다 분노 공주 희생 평화 궁궐 동행 스님 가족 책임 역할 기억 온달 혼란 일어나다 익숙 느끼다 과거 겹치다 신비 인식 형성 진면목 시집가다 두려움 아버지 바보 편견 실제 모습
허탕,2,0.8,60.52,76.52,수감자 고통 혼란 적응 노력 죄수 감옥 제한 공간 갈등 겪다 보호 교류 이웃 폭력 통제 자유 자연 경관 불신 죽음 임신 낙태 출산 앞두다 긴장 위험 인식 심리 압박 심화 미래 닥치다 불안 견디다 위로 희망 여성 과거 가족
유랑극단_이근삼1,7,0.929,57.95,76.52,나누다 사회 역할 사람 대립 갈등 성별 경험 연극 마을 토론 과정 표현 폭력 발생 긴장감 비다 무대 탐구 정치인 의사 문제 가구 이별 슬픔 절망 비극 벌어지다 재정난 극단 경제 어려움 심화 희생 가족 깊다 떠나다 기차 빼앗다 권유 매국노 비난 경찰서 장면 고난 단원 체포 위기 처단 단체 찬반 심각 위협 헌병 감시 탄압 독립 운동가 해체 일어나다 일본 피해자 고문 폭행 잇다 혼란 민주주의 결정 인간 겪다 대하다 의심 조직 변화 요구 부재 민족 선출 책임 지도자 도망 시도 배신감 논의 임시 분담 고민 현실 한계 내부 신뢰 단결 단장
새들은_횡단보도로_건너지_않는다,9,0.933,57.81,76.47,역할 혼란 공연 개인 위기 둘러싸다 복잡 갈등 겪다 압박 회의감 인물 사회 포기 인간관계 낯설다 여성 만나다 교통사고 주인공 문제 빠지다 연극 대두 기존 연출자 추천 나다 전환 공간 과거 기억 고압 폭력 긴장 고조 후배 논문 연기 혁명 투쟁 확신 의심 격렬 싸움 현실 긴박 상황 논쟁 심화 외부 변화 현재 부담 느끼다 무대 설정 합리 작업 동성애자 고백 반대 태도 군기 연습 희망 의견 주요 배우 엄격 테스트 지각 부상 수용 민주 분노 상처 가족 심리 자살 사건 구성원 청년 친구 감추다 사이 고통 드러나다 급박
에쿠우스,15,0.953,57.37,76.44,변형 심리학 사건 심리 갈등 정신과 의사 조언 충격 범죄 형성 등장인물 증인 자연주의 접근 친구 사망 진상 런던 정신 안정 정보 부족 공간 겪다 소년 특성 표현 반응 일관 긴장감 신체 동작 나누다 인간 욕망 배우 클럽 깊다 애정 규칙 긴장 드러나다 가족 반복 악몽 종교 강박 신경 가정 방문 분노 인하다 심화 행동 강하다 거부감 텔레비전 마약 부모 교육 방향 가르침 어려움 특이 성경 이야기 환경 사랑 학교 사회 소통 독특 성향 기대 절규 대화 격앙 놀라움 폭발 상대방 사기 과거 회상 접촉 청년 해변 모래 경계
아름다운사인-장진,3,0.867,59.09,76.42,자살 사건 갈등 겪다 죽다 사망 원인 국적 경위 감정 평가 비판 조사 과정 가족 차량 추락 다양 농약 복용 총기 건물 투신 청소년 검시 학교 폭력 예고 여성 사망자 경제 입시 스트레스 고통 복합 사회 비밀 후속 어려움 절망 나누다 죽음 시체 타살 가운데 두려움 대하 격렬 논쟁 발견 경험 정리 배경 음악
